idempl,id_cittadino
1035,ID_284264583
1036,ID_279643299
1037,ID_278995916
1037,ID_283843687
1038,ID_278996887
1038,ID_283844658
1039,ID_279649595
1039,ID_284497365
1040,ID_284152823
1041,ID_278975756
1041,ID_278975756
1041,ID_283823527
1042,ID_279242244
1043,ID_279770049
1044,ID_279318391
1045,ID_279638791
1045,ID_284486561
1046,ID_279210500
1047,ID_278910635
1047,ID_283758406
1048,ID_279054199
1049,ID_279017503
1050,ID_279188871
1051,ID_279111383
1051,ID_283959153
1051,ID_284473164
1052,ID_279472304
1052,ID_284320074
1053,ID_279423833
1054,ID_279772413
1055,ID_279251608
1055,ID_284099378
1056,ID_278882111
1056,ID_283729882
1057,ID_284525729
1058,ID_278955778
1059,ID_279651576
1059,ID_284499346
1060,ID_283648570
1061,ID_279437856
1061,ID_279742481
1061,ID_284590251
1062,ID_279335238
1062,ID_279335238
1063,ID_278936404
1063,ID_283784175
1064,ID_279755492
1064,ID_279755492
1064,ID_284603262
1064,ID_284603262
1065,ID_279367828
1065,ID_279616838
1065,ID_284215598
1066,ID_284136506
1067,ID_279089343
1068,ID_283634855
1069,ID_279351713
1069,ID_284199483
1070,ID_279051530
1070,ID_283899300
1071,ID_284270748
1072,ID_279770916
1073,ID_279970898
1074,ID_279756667
1075,ID_278797040
1075,ID_278797040
1075,ID_283644811
1076,ID_279826881
1077,ID_279137579
1077,ID_279137579
1077,ID_283985349
1078,ID_283948692
1079,ID_284079011
1080,ID_279530238
1080,ID_284378008
1081,ID_283841317
1082,ID_279052761
1082,ID_283900531
1083,ID_278905444
1084,ID_279251523
1084,ID_279251523
1084,ID_279251523
1085,ID_279404312
1085,ID_284252082
1086,ID_278921592
1086,ID_283769363
1087,ID_284498588
1088,ID_279587710
1089,ID_278907096
1089,ID_279654684
1090,ID_283878220
1091,ID_279377793
1092,ID_279310681
1092,ID_279310681
1092,ID_284158451
1092,ID_284158451
1093,ID_279739027
1094,ID_279662167
1095,ID_279028481
1096,ID_279239003
1097,ID_283625522
1098,ID_279276151
1099,ID_278885992
1099,ID_283733763
1100,ID_279394900
1101,ID_279167822
1102,ID_279733526
1103,ID_284131668
1104,ID_279756928
1104,ID_284604698
1105,ID_284499089
1106,ID_284236701
1107,ID_284410327
1108,ID_279644943
1109,ID_279234129
1109,ID_284081899
1110,ID_279780770
1111,ID_279197370
1112,ID_278866439
1112,ID_279432850
1113,ID_279293399
1114,ID_279790011
1115,ID_283760579
1116,ID_279168731
1117,ID_278890781
1117,ID_283738552
1118,ID_279776922
1118,ID_284624692
1119,ID_279019532
1120,ID_279340313
1120,ID_279340313
1120,ID_284188083
1121,ID_279015942
1121,ID_279015942
1122,ID_278878817
1122,ID_283726588
1123,ID_279332083
1123,ID_284179853
1124,ID_278968274
1124,ID_283816045
1125,ID_284383725
1126,ID_279277760
1126,ID_284125530
1127,ID_279278560
1127,ID_284126330
1128,ID_279105672
1129,ID_283928455
1129,ID_284462100
1130,ID_278969648
1130,ID_283817419
1131,ID_278928909
1131,ID_283776680
1132,ID_279652591
1132,ID_279652591
1132,ID_284500361
1133,ID_279569722
1134,ID_279169936
1135,ID_279180058
1136,ID_284324262
1137,ID_278912748
1137,ID_278912748
1137,ID_283760519
1137,ID_283760519
1138,ID_279717742
1139,ID_278859575
1139,ID_283707346
1140,ID_279196842
1140,ID_284044612
1141,ID_283652732
1142,ID_279046828
1142,ID_283894598
1143,ID_284073984
1144,ID_279418629
1145,ID_278794914
1145,ID_283642685
1146,ID_279517533
1147,ID_278908730
1148,ID_278859234
1148,ID_279763483
1148,ID_283707005
1148,ID_284611253
1149,ID_284383090
1150,ID_279498939
1150,ID_284346709
1151,ID_279513989
1151,ID_279513989
1151,ID_279513989
1152,ID_284366352
1153,ID_284507979
1154,ID_278892570
1154,ID_278892570
1154,ID_283740341
1155,ID_284548106
1156,ID_284358253
1157,ID_284619262
1158,ID_279251768
1159,ID_279359806
1160,ID_283771832
1161,ID_279697925
1161,ID_284545695
1162,ID_279212771
1162,ID_279761283
1163,ID_279262220
1164,ID_278825476
1164,ID_278825476
1164,ID_283673247
1165,ID_279199899
1166,ID_279579259
1166,ID_284427029
1167,ID_279057017
1167,ID_283904787
1168,ID_283897671
1169,ID_279065268
1169,ID_279394775
1170,ID_279075845
1170,ID_283923615
1171,ID_279064532
1171,ID_279064532
1172,ID_284535609
1173,ID_278768564
1173,ID_283616335
1174,ID_284404626
1175,ID_279594821
1175,ID_279594821
1175,ID_284442591
1176,ID_283632148
1177,ID_279136532
1177,ID_279136532
1177,ID_283984302
1178,ID_279610021
1178,ID_284457791
1179,ID_279527006
1179,ID_284374776
1180,ID_279249846
1181,ID_279308727
1182,ID_279445064
1183,ID_279802281
1184,ID_279290032
1184,ID_284137802
1185,ID_278928189
1186,ID_279701195
1186,ID_279701195
1186,ID_284548965
1186,ID_284548965
1187,ID_279182230
1187,ID_284030000
1188,ID_279506276
1189,ID_279747153
1189,ID_284594923
1190,ID_283896728
1191,ID_279141218
1191,ID_279141218
1191,ID_283988988
1192,ID_284486353
1193,ID_284263155
1194,ID_283677668
1195,ID_279804468
1196,ID_279786277
1197,ID_284126332
1198,ID_279732831
1198,ID_284580601
1199,ID_279187438
1199,ID_284035208
1200,ID_283820481
1201,ID_279810124
1201,ID_284657894
1202,ID_283906317
1203,ID_279731466
1204,ID_278837898
1204,ID_283685669
1205,ID_279314138
1205,ID_279314138
1205,ID_284161908
1206,ID_279026299
1206,ID_283874069
1207,ID_279088552
1207,ID_284288210
1208,ID_279058616
1208,ID_283906386
1209,ID_279329826
1210,ID_279253788
1211,ID_278987903
1212,ID_279566608
1212,ID_279664569
1213,ID_279690544
1213,ID_284538314
1214,ID_279205292
1215,ID_279726356
1216,ID_279700853
1217,ID_279643291
1217,ID_284491061
1218,ID_284522859
1219,ID_279153854
1220,ID_278981581
1220,ID_283829352
1221,ID_279660610
1222,ID_279233978
1223,ID_279608116
1224,ID_279537071
1225,ID_284465336
1226,ID_283819421
1227,ID_279522503
1227,ID_284370273
1228,ID_278910873
1228,ID_283758644
1229,ID_278873039
1229,ID_283720810
1230,ID_279770011
1231,ID_279335202
1232,ID_279777505
1232,ID_279781607
1233,ID_279016377
1233,ID_283864147
1233,ID_283864147
1234,ID_278845901
1235,ID_284077632
1235,ID_284165389
1235,ID_284165389
1236,ID_279644942
1237,ID_279770300
1238,ID_278790117
1239,ID_279776841
1240,ID_278836680
1240,ID_284238697
1241,ID_279783512
1242,ID_279475894
1242,ID_284323664
1243,ID_279804203
1244,ID_278946456
1244,ID_279402051
1244,ID_284335405
1245,ID_283831841
1246,ID_279488702
1246,ID_284336472
1247,ID_284025958
1248,ID_279310609
1248,ID_284158379
1249,ID_279270806
1249,ID_284118576
1250,ID_279181015
1250,ID_284028785
1251,ID_279627123
1251,ID_284474893
1252,ID_279086669
1252,ID_283934439
1253,ID_279666900
1254,ID_278823176
1254,ID_283670947
1255,ID_279398096
1256,ID_279735622
1257,ID_284569790
1258,ID_279377611
1258,ID_284225381
1259,ID_279200231
1259,ID_284048001
1260,ID_279621899
1261,ID_279039884
1261,ID_279039884
1261,ID_279039884
1261,ID_283887654
1261,ID_283887654
1262,ID_278796251
1262,ID_283644022
1263,ID_284150891
1264,ID_279647915
1264,ID_279647915
1264,ID_284039121
1265,ID_278995708
1265,ID_278995708
1265,ID_278995708
1265,ID_283843479
1266,ID_283771947
1267,ID_284413319
1268,ID_284136075
1269,ID_279259326
1269,ID_284107096
1270,ID_279284216
1270,ID_284131986
1271,ID_279020247
1271,ID_279020247
1271,ID_283868017
1272,ID_283876191
1273,ID_279451073
1273,ID_283855181
1274,ID_279763284
1274,ID_284611054
1275,ID_279196301
1275,ID_279196301
1275,ID_279196301
1275,ID_284044071
1275,ID_284044071
1276,ID_279732493
1277,ID_279736549
1277,ID_284584319
1278,ID_279096791
1278,ID_283944561
1279,ID_279751447
1279,ID_284599217
1280,ID_279561437
1280,ID_279736609
1281,ID_283816601
1282,ID_279791100
1282,ID_283900818
1283,ID_279344889
1284,ID_279229909
1284,ID_284077679
1285,ID_279427503
1285,ID_284275273
1286,ID_279306937
1286,ID_279401634
1287,ID_279109384
1288,ID_279751744
1289,ID_279670685
1290,ID_279486669
1290,ID_284334439
1291,ID_278903725
1292,ID_284165484
1293,ID_283983885
1294,ID_283657452
1295,ID_279690468
1295,ID_284538238
1296,ID_283674080
1297,ID_279184624
1298,ID_284368497
1299,ID_278779533
1299,ID_278779533
1299,ID_278869069
1299,ID_283627304
1299,ID_283627304
1300,ID_283795677
1301,ID_284341139
1302,ID_283933244
1303,ID_279531778
1304,ID_278933219
1304,ID_283780990
1305,ID_279460175
1305,ID_284307945
1305,ID_284307945
1306,ID_279248117
1306,ID_279361415
1307,ID_279746588
1308,ID_284231482
1309,ID_279550894
1310,ID_279066214
1311,ID_278845683
1311,ID_279734826
1311,ID_283693454
1311,ID_284582596
1312,ID_279298730
1313,ID_279213792
1314,ID_279001418
1314,ID_283849188
1315,ID_279242279
1316,ID_279762810
1317,ID_284245594
1318,ID_279732134
1318,ID_279792326
1319,ID_284210210
1320,ID_279476670
1320,ID_284324440
1320,ID_284492416
1321,ID_279274283
1321,ID_284122053
1322,ID_279563123
1322,ID_279563123
1322,ID_284410893
1323,ID_284274050
1324,ID_283850236
1325,ID_284286899
1326,ID_279038623
1327,ID_279470906
1327,ID_279470906
1328,ID_284201526
1329,ID_279288475
1330,ID_279612216
1331,ID_279770815
1331,ID_284618585
1332,ID_284408229
1333,ID_284172055
1334,ID_279672958
1334,ID_283998514
1335,ID_284539976
1336,ID_279756686
1337,ID_278946080
1337,ID_278946080
1337,ID_284187347
1338,ID_279753239
1339,ID_279308854
1340,ID_279496898
1341,ID_279448874
1341,ID_284296644
1342,ID_279556807
1343,ID_284568582
1344,ID_284281914
1345,ID_278958036
1346,ID_278982545
1347,ID_278944018
1347,ID_283791789
1348,ID_283851984
1349,ID_283858417
1350,ID_279569531
1351,ID_279314230
1352,ID_279593592
1353,ID_284081114
1354,ID_279272643
1354,ID_279272643
1355,ID_279209603
1355,ID_284057373
1356,ID_279522915
1357,ID_278818167
1357,ID_284008977
1358,ID_279712679
1358,ID_284560449
1359,ID_279688921
1359,ID_284536691
1360,ID_279648431
1361,ID_279724924
1361,ID_284572694
1362,ID_278972854
1363,ID_278776308
1363,ID_283624079
1364,ID_279558401
1364,ID_279558401
1364,ID_284406171
1365,ID_278931201
1365,ID_283705957
1365,ID_283778972
1366,ID_279759473
1367,ID_279777798
1368,ID_279019127
1369,ID_279288130
1369,ID_284135900
1370,ID_279672777
1370,ID_279800095
1371,ID_279317103
1372,ID_284509978
1373,ID_284516270
1373,ID_284516270
1374,ID_284378533
1375,ID_284508905
1376,ID_278820260
1376,ID_283668031
1377,ID_278822161
1378,ID_283800418
1379,ID_279215934
1380,ID_278968450
1380,ID_283816221
1381,ID_278978171
1382,ID_284501530
1383,ID_278964658
1383,ID_283812429
1384,ID_279351886
1384,ID_284199656
1385,ID_279173209
1385,ID_284020979
1386,ID_279748512
1386,ID_284596282
1387,ID_279485340
1388,ID_279563106
1388,ID_284410876
1389,ID_279189696
1389,ID_279189696
1389,ID_284037466
1390,ID_279406615
1391,ID_279460176
1392,ID_278988577
1393,ID_279366355
1393,ID_279566785
1393,ID_284214125
1394,ID_284543365
1395,ID_279007095
1395,ID_283854865
1396,ID_283949631
1397,ID_279567263
1397,ID_284415033
1398,ID_278917830
1399,ID_279015781
1400,ID_279459417
1400,ID_284307187
1401,ID_283734553
1401,ID_283910347
1402,ID_279781609
1403,ID_278794479
1404,ID_279235402
1405,ID_279452244
1406,ID_279792572
1407,ID_279134227
1407,ID_283981997
1407,ID_284275935
1408,ID_279592164
1408,ID_284439934
1409,ID_283969640
1410,ID_284393724
1411,ID_279572468
1412,ID_279683720
1413,ID_284352280
1414,ID_284109583
1415,ID_279134017
1416,ID_279023426
1417,ID_278952251
1417,ID_279632285
1417,ID_284480055
1418,ID_279638578
1418,ID_279638578
1418,ID_279638578
1419,ID_278792592
1419,ID_278792592
1419,ID_283640363
1420,ID_284370725
1421,ID_284571293
1422,ID_279793462
1423,ID_278959397
1423,ID_279249358
1423,ID_284097128
1424,ID_279244922
1425,ID_279785557
1426,ID_279562839
1426,ID_284410609
1426,ID_284410609
1427,ID_284260232
1428,ID_284466475
1429,ID_279266772
1430,ID_278803311
1431,ID_278852233
1431,ID_278852233
1431,ID_283700004
1432,ID_279155169
1432,ID_279155169
1433,ID_279109064
1433,ID_283956834
1434,ID_284199771
1435,ID_278922496
1435,ID_278922496
1435,ID_279565223
1436,ID_278879150
1436,ID_278879150
1436,ID_283726921
1437,ID_279719561
1438,ID_279015453
1438,ID_283863223
1439,ID_278825980
1440,ID_279704913
1440,ID_284552683
1441,ID_279613669
1441,ID_279613669
1441,ID_283935711
1442,ID_278958118
1442,ID_283805889
1443,ID_278951114
1443,ID_283798885
1444,ID_284443878
1445,ID_284532675
1446,ID_284436864
1447,ID_284008767
1448,ID_279484548
1448,ID_279484548
1448,ID_283718967
1448,ID_284131464
1449,ID_284258797
1450,ID_279728509
1450,ID_284576279
1451,ID_279230700
1452,ID_279140126
1452,ID_283987896
1453,ID_284020062
1454,ID_283785028
1455,ID_278861461
1455,ID_279376377
1456,ID_279238438
1456,ID_284086208
1456,ID_284086208
1457,ID_279477786
1458,ID_279447786
1458,ID_284270431
1459,ID_283936305
1460,ID_283719981
1461,ID_279752057
1462,ID_278943518
1462,ID_278943518
1462,ID_283791289
1462,ID_283791289
1462,ID_284004560
1463,ID_279643898
1464,ID_279689372
1465,ID_279082877
1466,ID_284181554
1467,ID_284415901
1468,ID_278829794
1468,ID_283677565
1469,ID_278887923
1469,ID_278887923
1469,ID_283735694
1469,ID_283735694
1470,ID_279192136
1470,ID_284039906
1471,ID_279325344
1472,ID_279231346
1472,ID_284079116
1473,ID_284283296
1474,ID_278947177
1474,ID_283794948
1475,ID_279159272
1475,ID_284007042
1475,ID_284007042
1476,ID_284620928
1477,ID_279735850
1477,ID_284583620
1478,ID_279762045
1479,ID_283636294
1480,ID_279690685
1481,ID_279464937
1481,ID_279541752
1481,ID_284389522
1482,ID_284344469
1483,ID_279717012
1483,ID_284564782
1484,ID_284466902
1485,ID_279590390
1485,ID_279670592
1485,ID_284518362
1486,ID_279374257
1486,ID_284222027
1487,ID_284006865
1488,ID_278773665
1489,ID_279258314
1489,ID_284106084
1490,ID_279290314
1490,ID_279290314
1490,ID_284138084
1491,ID_279313587
1491,ID_279313587
1491,ID_284161357
1491,ID_284161357
1492,ID_279501144
1493,ID_279761301
1494,ID_279770304
1495,ID_279405915
1495,ID_284253685
1496,ID_278779540
1496,ID_283627311
1497,ID_284581665
1498,ID_284552652
1499,ID_279728696
1500,ID_284513931
1501,ID_284450203
1502,ID_284538644
1503,ID_284432068
1504,ID_279031228
1504,ID_283878998
1505,ID_278786247
1505,ID_279730794
1505,ID_284578564
1506,ID_279485882
1507,ID_278804599
1508,ID_279772130
1508,ID_284619900
1509,ID_279769906
1510,ID_279059761
1510,ID_283907531
1511,ID_279181077
1511,ID_284028847
1512,ID_278855970
1512,ID_279796946
1512,ID_283703741
1513,ID_279784225
1514,ID_279269480
1515,ID_279206256
1515,ID_284054026
1516,ID_279564162
1516,ID_284411932
1517,ID_279172575
1517,ID_284020345
1518,ID_278874622
1518,ID_283722393
1519,ID_283758709
1520,ID_279430306
1520,ID_284278076
1521,ID_279048816
1522,ID_279738632
1522,ID_284586402
1523,ID_279014904
1524,ID_279359711
1525,ID_284073563
1526,ID_278894067
1527,ID_279077262
1527,ID_279141500
1527,ID_279141500
1527,ID_283989270
1528,ID_279789237
1529,ID_284415219
1530,ID_284500217
1531,ID_279174266
1531,ID_284022036
1531,ID_284413132
1532,ID_284541116
1533,ID_279003072
1533,ID_283850842
1534,ID_279333845
1535,ID_279403575
1535,ID_284251345
1536,ID_283855206
1537,ID_279422525
1538,ID_279694048
1538,ID_284541818
1539,ID_278938685
1540,ID_284014084
1541,ID_279413968
1541,ID_284261738
1542,ID_279614673
1542,ID_284462443
1542,ID_284462443
1543,ID_278782011
1544,ID_279721332
1545,ID_279374499
1545,ID_284222269
1546,ID_279524947
1546,ID_284372717
1546,ID_284372717
1547,ID_279769874
1547,ID_284617644
1548,ID_279021230
1548,ID_279021230
1548,ID_283869000
1549,ID_284166891
1549,ID_284578454
1550,ID_279727846
1550,ID_284575616
1551,ID_284043054
1552,ID_279629530
1552,ID_284477300
1553,ID_279788519
1554,ID_279270392
1554,ID_279270392
1554,ID_284118162
1555,ID_279483999
1556,ID_279408110
1557,ID_278963207
1558,ID_284549117
1559,ID_283730174
1560,ID_279749393
1560,ID_279749393
1560,ID_284597163
1561,ID_279189709
1561,ID_279189709
1561,ID_279358420
1561,ID_284037479
1561,ID_284037479
1561,ID_284206190
1562,ID_283986250
1563,ID_283836624
1564,ID_279521650
1565,ID_279580802
1566,ID_279058859
1566,ID_279058859
1567,ID_279147266
1568,ID_278816322
1569,ID_279418546
1570,ID_279714025
1571,ID_279496159
1572,ID_284018474
1573,ID_279443140
1573,ID_279443140
1573,ID_279516508
1573,ID_284290910
1574,ID_284553140
1575,ID_279699929
1575,ID_284547699
1575,ID_284547699
1576,ID_279134700
1577,ID_279137609
1577,ID_283985379
1578,ID_284416324
1579,ID_283684967
1580,ID_279619952
1581,ID_279526010
1581,ID_279732407
1581,ID_284373780
1582,ID_279318713
1583,ID_284550636
1584,ID_279152895
1584,ID_284000665
1585,ID_279630662
1585,ID_284478432
1586,ID_279498914
1586,ID_284346684
1587,ID_279770814
1587,ID_284618584
1588,ID_284499007
1589,ID_283857332
1590,ID_278979820
1590,ID_279702463
1590,ID_283827591
1590,ID_284550233
1591,ID_279701397
1592,ID_279570558
1593,ID_279352774
1593,ID_284200544
1593,ID_284200544
1594,ID_284165954
1595,ID_284470579
1596,ID_279762625
1596,ID_284344563
1596,ID_284610395
1597,ID_279768619
1598,ID_279112123
1599,ID_284526748
1600,ID_279800985
1601,ID_279577053
1602,ID_278925548
1602,ID_283773319
1603,ID_279337539
1603,ID_279566158
1603,ID_284413928
1604,ID_279772238
1605,ID_279695678
1605,ID_279695678
1605,ID_284543448
1605,ID_284543448
1606,ID_279075828
1606,ID_283923598
1607,ID_278985185
1607,ID_283832956
1608,ID_279500960
1609,ID_284548190
1610,ID_284346533
1611,ID_279729233
1612,ID_279794539
1612,ID_284642309
1613,ID_284502448
1614,ID_279554166
1615,ID_283649657
1616,ID_279565765
1617,ID_279550577
1617,ID_284398347
1618,ID_283906894
1618,ID_284549065
1619,ID_278930663
1619,ID_278930663
1619,ID_283778434
1619,ID_283911778
1620,ID_283720317
1621,ID_278785728
1622,ID_284513669
1623,ID_279778593
1624,ID_284377535
1625,ID_279333019
1626,ID_284036086
1627,ID_279786739
1628,ID_284478632
1629,ID_279024350
1629,ID_283872120
1630,ID_279023111
1630,ID_283870881
1631,ID_283614583
1632,ID_278881744
1632,ID_278881744
1632,ID_283729515
1632,ID_283729515
1633,ID_279112262
1634,ID_284546949
1635,ID_279447402
1636,ID_279016453
1636,ID_283864223
1637,ID_284053490
1638,ID_279691002
1639,ID_278845288
1640,ID_284519659
1641,ID_279734729
1641,ID_284582499
1642,ID_278954795
1642,ID_283802566
1643,ID_279069712
1644,ID_279745324
1645,ID_284374427
1646,ID_279736310
1647,ID_279240217
1648,ID_279754008
1649,ID_279526370
1650,ID_279515745
1650,ID_284363515
1651,ID_283682589
1652,ID_279570104
1652,ID_279570104
1652,ID_284417874
1652,ID_284417874
1653,ID_279781619
1654,ID_279490512
1655,ID_278977294
1656,ID_278917811
1657,ID_284624166
1658,ID_279572837
1658,ID_279572837
1658,ID_284420607
1658,ID_284420607
1659,ID_279316807
1660,ID_279764448
1661,ID_279401411
1662,ID_283866746
1663,ID_279615052
1664,ID_279683276
1664,ID_284531046
1665,ID_279105020
1666,ID_279794364
1667,ID_278803079
1668,ID_279800076
1669,ID_278817077
1670,ID_284500331
1671,ID_284548662
1672,ID_279517244
1672,ID_284365014
1673,ID_279090392
1673,ID_283938162
1674,ID_284325581
1675,ID_278819823
1676,ID_279167040
1677,ID_279649637
1678,ID_279750881
1678,ID_283851512
1678,ID_284598651
1679,ID_279736945
1679,ID_279736945
1679,ID_284584715
1680,ID_279439498
1680,ID_279439498
1680,ID_283650240
1681,ID_279287458
1681,ID_284135228
1682,ID_279677956
1683,ID_284020871
1684,ID_284533132
1685,ID_283694714
1686,ID_279756661
1687,ID_279104369
1688,ID_279781725
1688,ID_284629495
1689,ID_279804469
1690,ID_279017261
1691,ID_279177840
1691,ID_284025610
1692,ID_279523261
1692,ID_284371031
1693,ID_278906973
1694,ID_279565645
1694,ID_279565645
1695,ID_279254299
1696,ID_279561033
1697,ID_279351920
1697,ID_284199690
1698,ID_278794713
1698,ID_283642484
1699,ID_284553018
1700,ID_284443855
1700,ID_284524104
1701,ID_279141115
1702,ID_284241532
1703,ID_284571320
1704,ID_278824819
1705,ID_283789881
1706,ID_284538208
1707,ID_279566004
1707,ID_284413774
1707,ID_284413774
1708,ID_279296759
1708,ID_284144529
1709,ID_279425715
1709,ID_284273485
1710,ID_279168099
1711,ID_279285032
1712,ID_284158370
1713,ID_279405836
1714,ID_279293872
1714,ID_279637546
1714,ID_284141642
1714,ID_284485316
1715,ID_279759471
1716,ID_279225064
1716,ID_283647659
1716,ID_284072834
1716,ID_284363274
1717,ID_283956657
1718,ID_279728698
1718,ID_283819609
1718,ID_284576468
1719,ID_279332542
1719,ID_279781618
1720,ID_279587974
1721,ID_278944552
1721,ID_283792323
1722,ID_278944891
1723,ID_284044180
1724,ID_279254504
1724,ID_284102274
1725,ID_278826024
1725,ID_283673795
1726,ID_284537668
1727,ID_279644113
1728,ID_284493083
1729,ID_284470352
1730,ID_284071125
1731,ID_279519931
1731,ID_284367701
1732,ID_278996824
1733,ID_279474894
1734,ID_284530938
1735,ID_284554865
1736,ID_279041475
1737,ID_279152816
1738,ID_278860363
1739,ID_278828935
1739,ID_283676706
1740,ID_278866201
1741,ID_278789296
1741,ID_283637067
1742,ID_279567506
1742,ID_284415276
1743,ID_279180952
1744,ID_278827477
1744,ID_278827477
1744,ID_283675248
1745,ID_279571414
1746,ID_279754758
1747,ID_279618801
1747,ID_284466571
1748,ID_279587022
1748,ID_284434792
1749,ID_284506452
1750,ID_279795338
1751,ID_283721425
1752,ID_279287094
1752,ID_279937769
1753,ID_279620525
1754,ID_278795417
1754,ID_283643188
1755,ID_283776710
1755,ID_283809218
1756,ID_279736470
1756,ID_284584240
1757,ID_279787329
1758,ID_279751602
1759,ID_284050125
1760,ID_279174589
1761,ID_279770095
1761,ID_284617865
1762,ID_279765119
1762,ID_284612889
1763,ID_279131687
1763,ID_283979457
1764,ID_283861802
1764,ID_284211153
1765,ID_279728181
1766,ID_279920699
1767,ID_279041469
1768,ID_278809843
1768,ID_278809843
1768,ID_278809843
1768,ID_283657614
1768,ID_283657614
1769,ID_279777797
1770,ID_284145773
1771,ID_279733074
1771,ID_284580844
1772,ID_279417871
1772,ID_284265641
1773,ID_283630973
1774,ID_279739136
1774,ID_284586906
1775,ID_279633178
1776,ID_279315831
1776,ID_284163601
1777,ID_279103398
1778,ID_284207828
1779,ID_284429331
1780,ID_279520679
1780,ID_279520679
1780,ID_279520679
1781,ID_279305134
1781,ID_279305134
1781,ID_279305134
1781,ID_279305134
1781,ID_284152904
1782,ID_278765456
1782,ID_278976508
1782,ID_283613227
1783,ID_279729414
1784,ID_283913987
1785,ID_284546150
1786,ID_279383228
1786,ID_284230998
1786,ID_284230998
1787,ID_279121490
1787,ID_283969260
1787,ID_284406342
1788,ID_279112995
1788,ID_279112995
1789,ID_278790565
1789,ID_278790565
1789,ID_278790565
1789,ID_283638336
1789,ID_283638336
1790,ID_283982891
1791,ID_279767164
1791,ID_279767164
1791,ID_284614934
1792,ID_279455332
1792,ID_284303102
1793,ID_279617427
1793,ID_279617427
1794,ID_284449205
1795,ID_279353439
1795,ID_284201209
1796,ID_278825451
1796,ID_279697799
1797,ID_279015362
1797,ID_279015362
1797,ID_283863132
1798,ID_279683561
1798,ID_284531331
1799,ID_284569717
1800,ID_279059714
1800,ID_279059714
1800,ID_283907484
1801,ID_279304479
1802,ID_279729629
1803,ID_279666244
1803,ID_279666244
1803,ID_284514014
1803,ID_284514014
1804,ID_279591982
1804,ID_284439752
1805,ID_283740546
1806,ID_278778854
1807,ID_279736446
1807,ID_284584216
1808,ID_279804472
1809,ID_283854946
1810,ID_283876799
1811,ID_279290549
1811,ID_279643342
1811,ID_284491112
1812,ID_279690524
1813,ID_284536173
1814,ID_284539648
1815,ID_279795310
1816,ID_278766930
1816,ID_278766930
1816,ID_283614701
1817,ID_279739068
1817,ID_284586838
1818,ID_279510434
1818,ID_284265734
1819,ID_284178225
1820,ID_284506685
1821,ID_279564045
1821,ID_279564045
1821,ID_279564045
1821,ID_284411815
1821,ID_284411815
1822,ID_284432408
1823,ID_279502782
1823,ID_279502782
1823,ID_279502782
1824,ID_278872212
1824,ID_283719983
1825,ID_278779087
1825,ID_278790999
1825,ID_279411408
1825,ID_284259178
1826,ID_279262152
1827,ID_279772486
1827,ID_284620256
1828,ID_279534163
1828,ID_284381933
1829,ID_279318638
1829,ID_284166408
1830,ID_278805310
1831,ID_284538251
1832,ID_279747285
1833,ID_284550301
1834,ID_278948964
1835,ID_279527993
1835,ID_279527993
1836,ID_279666363
1837,ID_279248534
1838,ID_279770172
1838,ID_284617942
1839,ID_283960787
1840,ID_279618703
1840,ID_284466473
1841,ID_283986234
1842,ID_279732984
1843,ID_283975457
1844,ID_284067965
1845,ID_279123632
1845,ID_283971402
1845,ID_283971402
1846,ID_284398267
1847,ID_278999261
1848,ID_283735698
1849,ID_279218742
1849,ID_284066512
1850,ID_279476148
1850,ID_284323918
1850,ID_284323918
1851,ID_279667344
1852,ID_279106162
1853,ID_284511501
1854,ID_278972152
1855,ID_279729376
1855,ID_284577146
1856,ID_279731676
1857,ID_278907561
1857,ID_279802251
1857,ID_283755332
1858,ID_278835447
1859,ID_283808590
1860,ID_283678381
1861,ID_284556241
1862,ID_284434983
1862,ID_284444597
1863,ID_279011925
1863,ID_279789117
1863,ID_283859695
1864,ID_283733176
1865,ID_279220573
1865,ID_284068343
1866,ID_279670689
1866,ID_284518459
1867,ID_283820368
1868,ID_283820457
1869,ID_283624141
1870,ID_279385769
1871,ID_279341919
1871,ID_279341919
1871,ID_284189689
1871,ID_284189689
1872,ID_284481366
1873,ID_284548666
1874,ID_279279053
1875,ID_284195959
1876,ID_278859789
1876,ID_283707560
1877,ID_279007099
1878,ID_284464667
1879,ID_278977556
1879,ID_283825327
1880,ID_284412263
1881,ID_283881004
1882,ID_283655126
1883,ID_279230881
1884,ID_279779666
1885,ID_278959271
1885,ID_279503005
1885,ID_284350775
1886,ID_284552113
1887,ID_283840409
1888,ID_279185137
1888,ID_284032907
1889,ID_284466721
1890,ID_279590386
1890,ID_284438156
1891,ID_279436462
1892,ID_279127414
1892,ID_279694467
1892,ID_283975184
1893,ID_284474493
1894,ID_279751251
1895,ID_284567624
1896,ID_279084945
1896,ID_279084945
1896,ID_283932715
1896,ID_283932715
1897,ID_279294907
1897,ID_284142677
1898,ID_278812183
1899,ID_279794370
1900,ID_284417699
1901,ID_279530699
1902,ID_279418851
1902,ID_284266621
1903,ID_284551038
1904,ID_283904308
1905,ID_283863448
1906,ID_279740509
1907,ID_279762626
1907,ID_284610396
1908,ID_278870243
1908,ID_284116984
1909,ID_279736461
1910,ID_279739238
1911,ID_278846908
1911,ID_278846908
1911,ID_278846908
1911,ID_283694679
1911,ID_283694679
1911,ID_284385856
1912,ID_279703013
1913,ID_279352769
1913,ID_284200539
