from,to,weight,LOC,NACE_group,PG
121,27,0.5968514715947981,TRIESTE,MAN,ENG
281,627,1.4921286789869952,TRIESTE,MAN,ENG
49,27,2.5845311430527036,TRIESTE,MAN,NAV
134,27,0.33127994524298426,TRIESTE,MAN,NAV
18,27,1.566050650239562,TRIESTE,MAN,ENG
249,27,3.586584531143053,TRIESTE,MAN,NAV
18,27,0.14510609171800137,TRIESTE,MAN,NAV
282,27,0.24093086926762491,TRIESTE,MAN,ENG
159,27,0.28473648186173856,TRIESTE,MAN,ENG
5,27,0.6926762491444216,TRIESTE,MAN,NAV
283,27,0.2683093771389459,TRIESTE,MAN,NAV
5,27,0.9965776865160848,MONFALCONE,MAN,ENG
94,249,1.4099931553730325,TRIESTE,MAN,ENG
284,27,1.828884325804244,TRIESTE,MAN,NAV
285,27,1.7248459958932238,TRIESTE,MAN,NAV
18,27,1.336071184120465,TRIESTE,MAN,ENG
249,27,2.0917180013689256,TRIESTE,MAN,NAV
137,27,1.659137577002053,TRIESTE,MAN,NAV
286,27,3.060917180013689,MONFALCONE,MAN,ENG
287,627,0.5174537987679672,TRIESTE,MAN,ENG
288,27,4.761122518822724,TRIESTE,MAN,NAV
5,27,0.8952772073921971,TRIESTE,MAN,NAV
289,190,0.9965776865160848,TRIESTE,MAN,NAV
30,27,0.6625598904859685,TRIESTE,MAN,NAV
290,27,1.3935660506502396,TRIESTE,MAN,NAV
49,27,0.9609856262833676,TRIESTE,MAN,NAV
49,27,0.4845995893223819,TRIESTE,MAN,ENG
58,27,4.728268309377139,TRIESTE,MAN,ENG
291,190,2.433949349760438,TRIESTE,MAN,MAN
27,785,0.4353182751540041,TRIESTE,MAN,MAN
40,27,3.060917180013689,TRIESTE,MAN,ENG
292,27,0.30937713894592744,TRIESTE,MAN,ARC
27,293,0.46269678302532513,TRIESTE,MAN,NAV
82,27,0.45722108145106094,TRIESTE,MAN,ENG
293,27,0.6625598904859685,TRIESTE,MAN,ENG
193,27,0.2655715263518138,TRIESTE,MAN,NAV
294,27,4.057494866529774,TRIESTE,MAN,NAV
295,27,0.5201916495550992,TRIESTE,MAN,NAV
18,627,2.6557152635181382,TRIESTE,MAN,NAV
134,190,0.5037645448323066,TRIESTE,MAN,NAV
238,27,3.331964407939767,MONFALCONE,MAN,ENG
249,27,3.586584531143053,TRIESTE,MAN,NAV
18,27,0.29842573579739906,TRIESTE,MAN,NAV
249,27,2.0917180013689256,TRIESTE,MAN,NAV
21,27,2.650239561943874,TRIESTE,MAN,NAV
296,27,0.5010266940451745,TRIESTE,MAN,ARC
255,27,0.02190280629705681,TRIESTE,MAN,ENG
293,27,0.6433949349760438,TRIESTE,MAN,ENG
297,27,2.926762491444216,TRIESTE,MAN,ENG
298,27,4.344969199178645,TRIESTE,MAN,NAV
238,27,2.7159479808350446,TRIESTE,MAN,NAV
249,27,0.5037645448323066,MONFALCONE,MAN,NAV
105,27,0.5092402464065708,TRIESTE,MAN,ENG
249,27,0.31485284052019163,TRIESTE,MAN,NAV
16,27,1.0896646132785763,MONFALCONE,MAN,NAV
94,27,0.4161533196440794,TRIESTE,MAN,NAV
185,27,3.67419575633128,TRIESTE,MAN,ENG
8,786,0.3613963039014374,MONFALCONE,MAN,MAN
78,27,2.001368925393566,TRIESTE,MAN,ARC
299,27,0.3942505133470226,TRIESTE,MAN,ENG
300,27,4.008213552361396,TRIESTE,MAN,NAV
282,27,0.24093086926762491,TRIESTE,MAN,ENG
301,27,1.1772758384668036,TRIESTE,MAN,NAV
147,27,3.175906913073238,TRIESTE,MAN,NAV
302,27,0.06023271731690623,TRIESTE,MAN,NAV
303,249,1.51129363449692,TRIESTE,MAN,NAV
8,27,0.7939767282683093,TRIESTE,MAN,ENG
199,27,2.0752908966461328,TRIESTE,MAN,ENG
249,27,3.586584531143053,TRIESTE,MAN,NAV
304,27,2.806297056810404,TRIESTE,MAN,ENG
82,27,1.995893223819302,TRIESTE,MAN,NAV
305,27,0.17796030116358658,TRIESTE,MAN,ENG
249,27,2.0917180013689256,TRIESTE,MAN,NAV
306,27,0.4845995893223819,TRIESTE,MAN,NAV
307,27,1.2484599589322385,TRIESTE,MAN,NAV
8,27,0.49007529089664614,TRIESTE,MAN,NAV
8,27,0.06297056810403832,TRIESTE,MAN,ENG
18,27,3.912388774811773,TRIESTE,MAN,ENG
308,27,2.3134839151266258,TRIESTE,MAN,ENG
17,27,3.060917180013689,TRIESTE,MAN,ENG
235,627,3.923340177960301,TRIESTE,MAN,ENG
292,27,0.30937713894592744,TRIESTE,MAN,ARC
18,238,1.6098562628336757,MONFALCONE,MAN,NAV
309,238,0.999315537303217,MONFALCONE,MAN,MAN
163,314,2.4722792607802875,MONFALCONE,MAN,ENG
310,163,1.9000684462696784,MONFALCONE,MAN,ENG
310,163,1.0595482546201231,MONFALCONE,MAN,ENG
18,163,0.33401779603011633,MONFALCONE,MAN,ENG
311,787,1.0047912388774811,UDINE,MAN,MAN
27,163,2.595482546201232,MONFALCONE,MAN,ENG
312,163,0.28199863107460643,MONFALCONE,MAN,ENG
311,787,1.0047912388774811,UDINE,MAN,MAN
80,163,0.24914442162902123,MONFALCONE,MAN,ENG
134,659,0.24914442162902123,TRIESTE,MAN,UNI
313,163,1.5468856947296372,MONFALCONE,MAN,ENG
5,659,0.6652977412731006,TRIESTE,MAN,UNI
18,163,1.596167008898015,MONFALCONE,MAN,ENG
124,163,2.3846680355920604,MONFALCONE,MAN,ENG
314,788,4.249144421629021,TRIESTE,MAN,ENG
313,163,0.5201916495550992,MONFALCONE,MAN,ENG
313,163,2.135523613963039,MONFALCONE,MAN,ENG
134,163,1.1772758384668036,MONFALCONE,MAN,ENG
27,163,0.5174537987679672,MONFALCONE,MAN,ENG
200,163,1.596167008898015,MONFALCONE,MAN,ENG
315,163,1.1772758384668036,MONFALCONE,MAN,ENG
134,659,0.07118412046543464,TRIESTE,MAN,UNI
316,163,0.5284052019164955,MONFALCONE,MAN,ENG
317,163,1.5468856947296372,MONFALCONE,MAN,ENG
318,337,0.25735797399041754,PORDENONE,MAN,MAN
218,337,0.4243668720054757,PORDENONE,MAN,MAN
319,337,0.7008898015058179,PORDENONE,MAN,MAN
320,184,0.19164955509924708,UDINE,MAN,ARC
19,337,1.8535249828884328,PORDENONE,MAN,MAN
318,337,0.25735797399041754,PORDENONE,MAN,MAN
321,789,2.7871321013004793,PORDENONE,MAN,MAN
322,790,2.4503764544832305,PORDENONE,MAN,MAN
323,541,0.8870636550308009,PORDENONE,MAN,MAN
195,318,1.8535249828884328,Mountain,MAN,MAN
324,541,0.17248459958932238,PORDENONE,MAN,MAN
325,192,2.5817932922655715,PORDENONE,MAN,MAN
18,192,3.345653661875428,PORDENONE,MAN,ENG
8,192,0.1806981519507187,PORDENONE,MAN,ENG
326,192,0.2108145106091718,PORDENONE,MAN,ENG
327,192,1.5770020533880904,PORDENONE,MAN,MAN
18,192,3.353867214236824,PORDENONE,MAN,MAN
8,525,0.9965776865160848,GORIZIA,MAN,ENG
328,143,4.306639288158795,GORIZIA,MAN,MAN
329,791,0.8295687885010267,UDINE,MAN,MAN
330,200,0.5612594113620808,UDINE,MAN,ENG
228,200,2.425735797399042,UDINE,MAN,UNI
41,200,1.5852156057494866,UDINE,MAN,ENG
108,96,0.9965776865160848,TRIESTE,INS,ENG
18,792,4.177960301163586,TRIESTE,INS,MAN
121,793,3.646817248459959,PORDENONE,INS,MAN
331,489,0.15879534565366188,TRIESTE,INS,MAN
300,794,3.9315537303216974,TRIESTE,INS,MAN
332,489,0.2135523613963039,TRIESTE,INS,MAN
333,795,4.479123887748118,TRIESTE,INS,MAN
334,109,0.5010266940451745,TRIESTE,INS,ENG
335,796,0.4928131416837782,TRIESTE,INS,ARC
336,669,3.143052703627652,MONFALCONE,INS,MAN
337,797,0.4243668720054757,MONFALCONE,INS,MAN
5,28,3.345653661875428,UDINE,INS,ENG
134,41,0.5968514715947981,UDINE,INS,ENG
244,94,4.594113620807666,MONFALCONE,INS,ENG
8,41,0.06023271731690623,UDINE,INS,ENG
40,41,1.2922655715263518,UDINE,INS,ENG
12,41,2.9075975359342916,UDINE,INS,ENG
338,41,0.5037645448323066,UDINE,INS,ENG
12,41,0.5010266940451745,UDINE,INS,ENG
339,41,3.8466803559206024,UDINE,INS,ENG
5,94,0.1806981519507187,MONFALCONE,INS,ENG
340,41,0.9582477754962354,UDINE,INS,ENG
341,41,3.0417522245037647,UDINE,INS,ENG
228,94,0.08761122518822724,MONFALCONE,INS,ENG
91,41,0.969199178644764,UDINE,INS,ENG
18,41,0.5010266940451745,UDINE,INS,ENG
91,41,3.0034223134839153,UDINE,INS,ENG
12,41,2.31895961670089,UDINE,INS,ENG
8,41,0.9965776865160848,UDINE,INS,ENG
148,41,2.8035592060232717,UDINE,INS,ENG
94,41,0.5010266940451745,UDINE,INS,ENG
12,41,3.9315537303216974,UDINE,INS,ENG
342,41,4.177960301163586,UDINE,INS,ENG
343,41,5,UDINE,INS,ENG
18,41,1.845311430527036,UDINE,INS,ENG
344,41,0.08761122518822724,UDINE,INS,ENG
345,798,3.373032169746749,UDINE,INS,ENG
346,799,0.16153319644079395,MONFALCONE,INS,MAN
347,334,0.49828884325804246,UDINE,EGW,ENG
18,674,2.0917180013689256,UDINE,EGW,ENG
18,674,3.260780287474333,UDINE,EGW,ENG
348,800,1.9548254620123204,PORDENONE,EGW,ENG
349,674,0.29842573579739906,UDINE,EGW,ENG
256,800,1.3333333333333333,PORDENONE,EGW,ENG
148,654,2.926762491444216,UDINE,EGW,ENG
350,801,3.983572895277208,UDINE,EGW,PCM
12,802,0.9828884325804244,UDINE,EGW,MAN
37,803,1.6618754277891854,PORDENONE,EGW,ENG
351,803,0.5092402464065708,PORDENONE,EGW,MAN
352,802,2.2313483915126624,UDINE,EGW,MAN
338,167,0.49828884325804246,PORDENONE,CON,MAN
121,340,0.813141683778234,TRIESTE,CON,MAN
141,804,0.16153319644079395,TRIESTE,CON,MAN
5,805,4.799452429842574,UDINE,CON,MAN
259,253,0.5010266940451745,UDINE,CON,ENG
8,806,0.29568788501026694,UDINE,CON,MAN
22,121,0.4928131416837782,UDINE,CON,MAN
353,530,4.862422997946612,UDINE,CON,ARC
280,688,0.2792607802874743,TRIESTE,CON,ENG
354,807,0.9965776865160848,TRIESTE,CON,UNI
5,121,1.3497604380561261,UDINE,CON,ENG
8,121,0.9965776865160848,UDINE,CON,MAN
70,808,0.8843258042436687,MONFALCONE,CON,MAN
190,809,0.04380561259411362,TRIESTE,CON,MAN
355,121,3.9315537303216974,UDINE,CON,MAN
192,810,1.0787132101300478,TRIESTE,CON,MAN
356,811,0.48186173853524983,TRIESTE,CON,MAN
357,812,0.6844626967830253,TRIESTE,CON,ENG
30,805,0.45722108145106094,UDINE,CON,MAN
358,810,1.4510609171800135,TRIESTE,CON,ARC
18,121,2.9568788501026693,UDINE,CON,MAN
316,809,0.04380561259411362,TRIESTE,CON,MAN
359,813,0.8952772073921971,Coast,CON,MAN
360,351,0.2464065708418891,GORIZIA,CON,MAN
361,814,2.6721423682409307,UDINE,CON,ENG
360,351,0.2464065708418891,GORIZIA,CON,MAN
362,814,3.129363449691992,UDINE,CON,ENG
363,814,4.594113620807666,UDINE,CON,ENG
364,814,4.632443531827516,UDINE,CON,ENG
365,815,0.10403832991101986,Coast,CON,MAN
366,816,0.8980150581793293,PORDENONE,CON,ENG
5,589,0.2272416153319644,PORDENONE,CON,MAN
367,817,1.5003422313483916,UDINE,CON,MAN
148,818,0.16427104722792607,UDINE,CON,UNI
71,598,0.783025325119781,UDINE,CON,MAN
71,598,0.783025325119781,UDINE,CON,MAN
368,819,3.928815879534566,TRIESTE,CON,MAN
5,820,0.2327173169062286,UDINE,CON,ENG
369,589,0.2272416153319644,PORDENONE,CON,MAN
367,817,1.5003422313483916,UDINE,CON,MAN
27,370,0.45722108145106094,TRIESTE,CON,ENG
370,821,3.759069130732375,TRIESTE,CON,MAN
371,822,1.9082819986310744,UDINE,CON,ENG
372,622,1.757700205338809,TRIESTE,CON,ENG
373,823,0.05749486652977412,MONFALCONE,CON,NAV
374,824,0.12320328542094457,UDINE,CON,ENG
375,383,0.4928131416837782,UDINE,CON,ENG
373,823,0.05749486652977412,MONFALCONE,CON,NAV
376,825,0.1697467488021903,UDINE,CON,ENG
376,825,0.1697467488021903,UDINE,CON,ENG
22,826,0.7501711156741958,MONFALCONE,CON,MAN
18,827,1.325119780971937,UDINE,CON,MAN
235,828,5,UDINE,CON,MAN
377,829,2.039698836413415,MONFALCONE,CON,NAV
378,830,0.3066392881587953,TRIESTE,CON,ENG
379,831,0.07665982203969883,GORIZIA,CON,ENG
380,832,1.6043805612594113,UDINE,CON,MAN
74,833,1.6427104722792607,TRIESTE,CON,ARC
381,834,0.14784394250513347,TRIESTE,CON,ARC
183,361,0.7775496235455168,UDINE,CON,MAN
167,835,0.49828884325804246,UDINE,CON,MAN
382,836,1.831622176591376,Coast,CON,MAN
383,837,0.35592060232717315,Coast,WHOL,UNI
384,838,4.306639288158795,TRIESTE,WHOL,MAN
18,121,0.4928131416837782,UDINE,WHOL,ENG
277,121,1.051334702258727,UDINE,WHOL,ENG
294,121,2.425735797399042,UDINE,WHOL,MAN
385,121,0.4106776180698152,UDINE,WHOL,MAN
386,839,0.05749486652977412,UDINE,WHOL,ARC
18,121,3.345653661875428,UDINE,WHOL,MAN
387,121,1.757700205338809,UDINE,WHOL,MAN
134,121,0.4462696783025325,UDINE,WHOL,ENG
388,840,0.731006160164271,UDINE,WHOL,ENG
389,841,1.8261464750171117,UDINE,WHOL,MAN
390,842,1.0212183436002735,PORDENONE,WHOL,PCM
391,843,0.4490075290896646,GORIZIA,WHOL,MAN
392,503,0.4188911704312115,Mountain,WHOL,MAN
5,570,0.5475701574264202,TRIESTE,WHOL,MAN
59,534,0.9500342231348392,TRIESTE,WHOL,MAN
218,844,0.7392197125256673,TRIESTE,WHOL,ENG
18,844,0.0109514031485284,TRIESTE,WHOL,ENG
147,844,1.7741273100616015,TRIESTE,WHOL,PCM
124,845,0.4791238877481177,TRIESTE,WHOL,MAN
18,846,4.498288843258043,PORDENONE,WHOL,MAN
393,847,1.212867898699521,UDINE,WHOL,MAN
124,845,0.4791238877481177,TRIESTE,WHOL,MAN
394,848,2.9021218343600275,MANIAGO,WHOL,MAN
12,849,0.13415468856947296,UDINE,WHOL,ENG
8,850,0.9965776865160848,PORDENONE,WHOL,ENG
210,209,0.27104722792607805,UDINE,WHOL,MAN
174,851,0.24914442162902123,PORDENONE,WHOL,ARC
232,388,4.344969199178645,UDINE,WHOL,ENG
395,388,2.2559890485968515,UDINE,WHOL,MAN
325,204,0.3969883641341546,Coast,WHOL,GBE
210,852,0.47091033538672145,PORDENONE,WHOL,GBE
396,853,4.090349075975359,UDINE,WHOL,MAN
397,854,0.03832991101984941,UDINE,WHOL,PCM
398,29,0.05749486652977412,UDINE,WHOL,PCM
40,854,3.3867214236824092,UDINE,WHOL,MAN
18,855,0.8268309377138946,UDINE,WHOL,ENG
399,856,0.24914442162902123,UDINE,WHOL,MAN
400,402,0.9527720739219712,GORIZIA,WHOL,MAN
401,403,3.3867214236824092,PORDENONE,WHOL,MAN
402,857,0.2546201232032854,MANIAGO,WHOL,MAN
27,858,1.1663244353182751,UDINE,WHOL,MAN
403,401,1.5770020533880904,UDINE,WHOL,MAN
404,859,1.5085557837097878,PORDENONE,WHOL,MAN
147,860,5,Mountain,WHOL,MAN
27,401,1.3607118412046544,UDINE,WHOL,MAN
76,861,1.891854893908282,UDINE,WHOL,MAN
405,862,4.257357973990418,TRIESTE,WHOL,MAN
406,859,1.158110882956879,TRIESTE,WHOL,MAN
363,404,0.33401779603011633,Mountain,WHOL,MAN
322,863,1.5852156057494866,Coast,WHOL,MAN
407,401,1.1772758384668036,UDINE,WHOL,MAN
402,857,0.2546201232032854,MANIAGO,WHOL,MAN
401,306,1.68104038329911,PORDENONE,WHOL,MAN
408,864,0.04106776180698152,TRIESTE,WHOL,MAN
408,864,0.04106776180698152,TRIESTE,WHOL,MAN
409,865,3.655030800821355,UDINE,WHOL,MAN
143,866,3.4277891854893907,TRIESTE,WHOL,MAN
8,677,1.0239561943874058,TRIESTE,WHOL,MAN
410,467,0.6598220396988365,Coast,WHOL,MAN
411,867,0.3394934976043806,Coast,WHOL,MAN
59,868,4.6680355920602326,TRIESTE,WHOL,MAN
412,869,1.3442847364818618,GORIZIA,WHOL,MAN
413,870,0.6652977412731006,PORDENONE,WHOL,BIO
414,14,2.414784394250513,GORIZIA,WHOL,BIO
415,14,1.108829568788501,GORIZIA,WHOL,BIO
73,871,4.744695414099931,UDINE,WHOL,MAN
416,670,3.2854209445585214,UDINE,WHOL,ARC
18,872,1.754962354551677,PORDENONE,WHOL,MAN
417,873,5,UDINE,WHOL,MAN
27,224,5,TRIESTE,WHOL,MAN
418,874,3.980835044490075,UDINE,WHOL,MAN
18,875,1.911019849418207,UDINE,WHOL,MAN
419,876,0.2655715263518138,UDINE,WHOL,MAN
27,877,4.470910335386721,UDINE,WHOL,MAN
58,878,0.6297056810403833,GORIZIA,WHOL,MAN
420,879,0.36960985626283366,PORDENONE,WHOL,MAN
421,880,5,UDINE,WHOL,MAN
422,881,0.5174537987679672,Coast,WHOL,MAN
423,881,1.2073921971252566,Coast,WHOL,MAN
424,882,0.29021218343600275,UDINE,WHOL,MAN
422,881,0.5174537987679672,Coast,WHOL,MAN
425,883,0.4654346338124572,UDINE,WHOL,MAN
426,179,0.2737850787132101,MONFALCONE,WHOL,MAN
105,179,0.12046543463381246,MONFALCONE,WHOL,MAN
427,884,0.03285420944558522,UDINE,WHOL,PCM
427,884,0.03285420944558522,UDINE,WHOL,PCM
428,885,0.03011635865845311,UDINE,WHOL,BIO
429,886,1.4483230663928817,PORDENONE,WHOL,FAR
22,887,1.834360027378508,TRIESTE,WHOL,UNI
430,363,0.3942505133470226,PORDENONE,WHOL,MAN
430,363,0.3942505133470226,PORDENONE,WHOL,MAN
18,363,0.10403832991101986,TRIESTE,WHOL,MAN
431,888,1.596167008898015,TRIESTE,WHOL,MAN
27,889,2.00684462696783,TRIESTE,WHOL,MAN
432,890,0.08213552361396304,UDINE,WHOL,MAN
433,891,0.9911019849418208,PORDENONE,WHOL,UNI
434,210,1.0787132101300478,Mountain,WHOL,ENG
27,210,0.5831622176591376,Mountain,WHOL,ENG
435,892,2.5023956194387407,Mountain,TRAN,ENG
436,892,4.720054757015743,UDINE,TRAN,UNI
288,544,1.790554414784394,Coast,TRAN,MAN
437,893,2.455852156057495,UDINE,TRAN,AGR
49,894,2.3134839151266258,GORIZIA,TRAN,MAN
27,895,4.05201916495551,MONFALCONE,TRAN,MAN
438,896,0.9117043121149896,PORDENONE,TRAN,MAN
439,705,1.593429158110883,TRIESTE,TRAN,MAN
91,897,1.845311430527036,TRIESTE,TRAN,MAN
235,898,3.134839151266256,MONFALCONE,TRAN,ENG
440,898,2.108145106091718,MONFALCONE,TRAN,NAV
441,899,1.2375085557837098,Coast,TRAN,MAN
442,900,3.6303901437371664,UDINE,TRAN,UNI
5,617,1.845311430527036,PORDENONE,TRAN,ENG
443,900,3.655030800821355,TRIESTE,TRAN,UNI
444,901,0.09582477754962354,TRIESTE,TRAN,ENG
445,153,1.1389459274469542,TRIESTE,TRAN,MAN
446,902,1.5085557837097878,UDINE,TRAN,ENG
134,903,0.9965776865160848,TRIESTE,TRAN,NAV
37,904,2.425735797399042,UDINE,TRAN,MAN
447,905,0.06297056810403832,MONFALCONE,TRAN,MAN
8,906,1.5852156057494866,GORIZIA,TRAN,MAN
22,177,2.9979466119096507,PORDENONE,TRAN,ENG
18,177,1.9931553730321696,PORDENONE,TRAN,ENG
226,177,3.540041067761807,PORDENONE,TRAN,ENG
448,177,0.02737850787132101,PORDENONE,TRAN,ENG
310,177,1.336071184120465,UDINE,TRAN,ENG
5,907,1.6646132785763177,UDINE,TRAN,MAN
449,908,3.2251882272416155,MONFALCONE,TRAN,MAN
8,177,0.999315537303217,PORDENONE,TRAN,ENG
450,177,0.7638603696098563,UDINE,TRAN,ENG
59,177,1.5852156057494866,UDINE,TRAN,ENG
451,909,1.336071184120465,UDINE,TRAN,MAN
424,463,0.6680355920602327,UDINE,TOUR,MAN
49,271,5,Coast,TOUR,MAN
8,377,1.325119780971937,TRIESTE,TOUR,MAN
130,511,0.19164955509924708,TRIESTE,TOUR,MAN
22,910,1.998631074606434,TRIESTE,TOUR,MAN
134,511,0.13689253935660506,TRIESTE,TOUR,MAN
452,911,2.425735797399042,UDINE,TOUR,MAN
453,912,1.8726899383983573,Coast,TOUR,MAN
130,377,0.49828884325804246,TRIESTE,TOUR,MAN
454,913,0.15879534565366188,TRIESTE,TOUR,MAN
121,377,2.809034907597536,TRIESTE,TOUR,MAN
455,914,2.926762491444216,UDINE,TOUR,MAN
424,463,0.4024640657084189,Coast,TOUR,MAN
456,915,0.05201916495550993,UDINE,TOUR,MAN
58,511,0.9965776865160848,TRIESTE,TOUR,MAN
457,916,0.2464065708418891,Mountain,TOUR,MAN
8,656,0.24093086926762491,Coast,TOUR,ARC
458,511,0.2080766598220397,TRIESTE,TOUR,MAN
130,511,0.19164955509924708,TRIESTE,TOUR,MAN
459,915,4.057494866529774,UDINE,TOUR,MAN
460,917,0.2327173169062286,MONFALCONE,TOUR,MAN
134,918,0.11498973305954824,TRIESTE,TOUR,MAN
461,377,2.6776180698151952,TRIESTE,TOUR,MAN
121,463,1.757700205338809,Coast,TOUR,MAN
462,913,1.3661875427789183,TRIESTE,TOUR,MAN
463,424,0.49555099247091033,Coast,TOUR,MAN
460,917,0.2327173169062286,MONFALCONE,TOUR,MAN
182,604,0.6598220396988365,Coast,TOUR,MAN
27,919,1.2594113620807663,TRIESTE,TOUR,MAN
464,920,0.6516084873374401,TRIESTE,TOUR,MAN
280,21,0.38329911019849416,Coast,TOUR,MAN
465,921,0.432580424366872,Coast,TOUR,MAN
465,921,0.432580424366872,Coast,TOUR,MAN
466,21,0.4736481861738535,Coast,TOUR,MAN
467,921,0.4517453798767967,UDINE,TOUR,MAN
468,21,0.49007529089664614,Coast,TOUR,MAN
467,921,0.4517453798767967,UDINE,TOUR,MAN
469,922,1.163586584531143,PORDENONE,TOUR,MAN
470,923,0.10677618069815197,UDINE,TOUR,MAN
471,130,0.3613963039014374,TRIESTE,TOUR,MAN
466,924,2.713210130047913,PORDENONE,TOUR,MAN
472,925,0.2053388090349076,Coast,TOUR,MAN
27,926,1.426420260095825,UDINE,TOUR,MAN
130,492,0.16427104722792607,TRIESTE,TOUR,MAN
473,477,0.02464065708418891,GORIZIA,TOUR,MAN
474,927,2.833675564681725,TRIESTE,TOUR,MAN
475,928,0.07939767282683094,TRIESTE,TOUR,MAN
476,929,0.36960985626283366,TRIESTE,TOUR,MAN
477,473,0.02464065708418891,TRIESTE,TOUR,MAN
473,478,0.892539356605065,TRIESTE,TOUR,MAN
130,458,0.3613963039014374,TRIESTE,TOUR,MAN
218,930,0.07939767282683094,MONFALCONE,TOUR,MAN
478,931,1.3990417522245038,TRIESTE,TOUR,MAN
337,932,0.4106776180698152,UDINE,TOUR,MAN
479,933,0.2737850787132101,UDINE,TOUR,MAN
480,486,0.36960985626283366,Coast,TOUR,MAN
481,934,2.3381245722108144,PORDENONE,TOUR,MAN
432,935,2.595482546201232,PORDENONE,TOUR,MAN
471,130,0.3613963039014374,TRIESTE,TOUR,MAN
482,936,1.1170431211498972,UDINE,TOUR,MAN
483,937,1.404517453798768,UDINE,TOUR,MAN
121,938,0.13689253935660506,Coast,TOUR,MAN
123,939,3.8357289527720737,UDINE,TOUR,MAN
484,940,4.531143052703627,Coast,TOUR,MAN
485,941,0.4106776180698152,UDINE,TOUR,MAN
486,942,0.3258042436687201,Coast,TOUR,MAN
221,933,0.16427104722792607,UDINE,TOUR,MAN
130,458,0.3613963039014374,TRIESTE,TOUR,MAN
487,943,2.0479123887748116,MANIAGO,TOUR,MAN
488,944,0.8213552361396304,Mountain,TOUR,MAN
27,926,0.5694729637234771,UDINE,TOUR,MAN
218,945,1.3442847364818618,TRIESTE,TOUR,MAN
489,130,0.15879534565366188,TRIESTE,TOUR,MAN
205,561,0.6817248459958932,PORDENONE,TOUR,MAN
490,946,2.3408624229979464,MONFALCONE,TOUR,MAN
491,130,0.7638603696098563,TRIESTE,TOUR,MAN
479,933,0.2737850787132101,UDINE,TOUR,MAN
492,130,0.16427104722792607,TRIESTE,TOUR,MAN
493,527,1.5003422313483916,PORDENONE,TOUR,MAN
494,947,0.3394934976043806,UDINE,TOUR,BIO
218,948,0.36413415468856947,TRIESTE,TOUR,MAN
8,650,0.08213552361396304,Coast,TOUR,MAN
8,649,1.002053388090349,Coast,TOUR,MAN
495,949,0.17796030116358658,UDINE,TOUR,MAN
322,950,1.5523613963039014,Coast,TOUR,MAN
496,951,0.09856262833675564,Coast,TOUR,MAN
496,951,0.09856262833675564,Coast,TOUR,MAN
207,952,0.3750855578370979,TRIESTE,TOUR,MAN
497,953,0.49555099247091033,TRIESTE,TOUR,MAN
498,954,1.1553730321697468,TRIESTE,TOUR,MAN
219,955,0.4353182751540041,PORDENONE,TOUR,MAN
499,956,1.4099931553730325,PORDENONE,TOUR,MAN
18,957,4.093086926762491,TRIESTE,TOUR,MAN
27,958,3.3292265571526354,GORIZIA,TOUR,MAN
326,959,0.2108145106091718,Mountain,TOUR,MAN
500,307,1.5003422313483916,UDINE,TOUR,MAN
501,960,5,UDINE,TOUR,MAN
18,168,5,TRIESTE,PUB,MAN
502,961,4.761122518822724,PORDENONE,PUB,MAN
503,962,0.4188911704312115,Mountain,ICT,MAN
40,963,4.829568788501026,Coast,ICT,MAN
96,332,4.093086926762491,MONFALCONE,ICT,MAN
280,964,1.426420260095825,TRIESTE,ICT,AGR
504,48,1.374401095140315,UDINE,ICT,MAN
5,965,0.16153319644079395,PORDENONE,ICT,ENG
236,966,0.5010266940451745,PORDENONE,ICT,ENG
505,698,1.319644079397673,UDINE,ICT,MAN
332,523,1.7467488021902806,TRIESTE,ICT,MAN
18,967,0.22176591375770024,PORDENONE,ICT,UNI
506,968,2.595482546201232,PORDENONE,ICT,MAN
121,421,2.4996577686516086,TRIESTE,ICT,UNI
8,969,0.243668720054757,UDINE,ICT,MAN
8,385,1.2019164955509924,UDINE,ICT,ENG
507,970,2.1601642710472277,TRIESTE,ICT,ENG
27,971,0.47091033538672145,PORDENONE,ICT,ENG
508,972,2.135523613963039,UDINE,ICT,GBE
509,973,2.294318959616701,TRIESTE,ICT,MAN
510,324,0.2135523613963039,PORDENONE,ICT,MAN
510,324,0.2135523613963039,PORDENONE,ICT,MAN
511,974,0.19164955509924708,TRIESTE,ICT,MAN
8,974,0.29842573579739906,TRIESTE,ICT,MAN
512,975,0.3258042436687201,UDINE,SER,MAN
513,976,0.24914442162902123,UDINE,SER,MAN
514,624,3.9315537303216974,TRIESTE,SER,MAN
515,708,0.9911019849418208,UDINE,SER,MAN
516,977,3.764544832306639,UDINE,SER,MAN
329,294,1.9301848049281312,TRIESTE,SER,MAN
409,518,0.7885010266940452,TRIESTE,SER,MAN
517,294,0.4435318275154004,TRIESTE,SER,MAN
329,294,2.735112936344969,TRIESTE,SER,MAN
8,294,1.002053388090349,TRIESTE,SER,MAN
329,518,0.8295687885010267,TRIESTE,SER,MAN
294,329,0.8295687885010267,TRIESTE,SER,MAN
518,329,3.9315537303216974,TRIESTE,SER,MAN
121,294,0.42984257357973993,TRIESTE,SER,MAN
518,294,3.4277891854893907,TRIESTE,SER,MAN
300,978,5,Mountain,SER,MAN
519,978,0.3668720054757016,Mountain,SER,MAN
412,979,1.757700205338809,UDINE,SER,MAN
375,231,2.053388090349076,TRIESTE,SER,UNI
